ref,base,aut,inc,oeu,incfr,gp,ndat,nlc,lc,sre,srcho,mc,cat,comp,dep,autsre,sui,autt,crit,neff,attr,nlitur,tex,num,nott,not,ded,sign,nsre,fcn,fcna,ncho,gnr,cho,cot,part,ed,arg,codinc,lien,intp,eff,instr,nrole,nc,nnc,role,inf,dat,rec,scat,cata,utxt,bibl,disc,cf,évnt,frag,srlitt,gnrt,trad,oeucit,pass,comm,mucont,jlbbur,img,n°img,noms,lcinst
167802021,# lettre,,,,,,,,,"Mercure Galant, février 1678, p. 16-18",,actualité musicale	air	opéra,1678.02.02,,"Mercure Galant/ 1678.02, p. 16-18",,,,,,,,"Je voudrois vous pouvoir entretenir aussi au long de l´Opéra dont il y est parlé [dans la lettre de Madame Royale]. J´en apprendray peut-estre les particularitez, & je vous en feray un Article, comme je vous en fis un l´Année derniere des Opéra de Venise. On m´a promis un ample détail de tous ceux qu´on y aura representez ce Carnaval, & c´est pour vous que j´ay prié qu´on me l´envoyast. Je sçay bien que pour vous satisfaire entierement, il faudroit vous faire voir quelque échantillon de leur Musique ; mais à ce defaut, vous vous contenterez, s´il vous plaist, des Airs nouveaux dont je continuëray à vous faire part. Vous avez raison de me dire que le premier des deux que je vous ay déja envoyez ne l´estoit pas. J´en avois crû ceux qui me l´avoient donné pour nouveau.",,,,,Camille Tanguy	Benoît Michel,,,,,,,,,,,,,,,,,,,,,1678.02,,167802021,,,,,1678.02.03 (air nouveau du mois de février 1678) et 1678.01.05 (air prétendument nouveau du mois de janvier 1678) dans « Mercure airs ». Voir également 1678.02.01 (Lettre de Madame Royale) et 1677.06.02 (sur les opéras de Venise) dans « Mercure ».,,,,,,,,,,,,,,
167803101,# compte-rendu,,,,,,,,,"Mercure Galant, mars 1678, p. 134-136",,concert privé	luth	langue	livre nouveau	enseignement de la musique,1678.03.12,,"Mercure Galant/ 1678.03, p. 133-136 VERIFIER",,,,,,,,"Si le sens de ces Paroles [voir air italien, MG-1678.03.11] échape à l'aimable Blonde que vous avez aupres de vous, pour peu qu´elle veüille s'appliquer plus régulierement qu´elle n´a fait jusqu´icy à l´étude de cette Langue, elle en surmontera toutes les difficultez en consultant un Livre qu´on a imprimé depuis quelques mois sous le titre du Maistre Italien. La Méthode en est aisée par la maniere dont Mr Veneroni qui en est l´Autheur, l'a reduite en Regles. S'il y en avoit une aussi prompte & aussi facile pour se rendre parfait au Lut, je conseilleroit fort à cette belle Personne de quiter tout pour en prendre des Leçons. Je fus charmé de ce que j´entendis il y a trois jours sur cet admirable Instrument. Mr Dessansonnieres le touchoit, & il le touche avec tant de force & de délicatesse tout-ensemble, qu'on peut dire qu´il vaut luy seul un Concert. C´est un plaisir qu'il donne toutes les Semaines à ses Amis, & à ceux qu'ils veulent mener chez luy. Le Jeudy est le jour qu'il a choisy pour cela. Apres avoir esté écouté avec applaudissement dans toutes les Cours de l´Europe, il s'est enfin arresté à Paris, où les Ecoliers qu'il perfectionne font admirer sa maniere d´executer tout ce qui a jamais esté fait de plus achevé sur le Lut. Pour en estre persuadé, il ne faut qu´entendre Mademoiselle Ange, qui depuis deux mois qu'elle a pris Leçon de luy, a tellement augmenté, soit pour la methode, soit pour la finesse du Jeu, qu'il semble qu'elle ne se reconnoisse plus elle-mesme. Mr Dessansonnieres s´attache particulierement à rendre l'ame à tous les Ouvrages de feu Mr Gautier de Lyon, par l´air & le mouvement qui leur est particulier, & il est aisé de connoistre qu´il s´étudie à les imiter dans les Pieces qu´il compose.",,,,,Camille Tanguy	Benoît Michel,,,,,,,,,,,,,,,,,"ANGE, Mlle	DESSANSONNIÈRES, Mr	GAULTIER, Ennemond [1575 ca-1651]	VENERONI, Giovanni [1642-1708]",,,,1678.03,,167803101,,,,,,,,,,,"VENERONI, Mr, Maître italien ou grammaire française et italienne	DESSANSONNIERES, Mr, Pièces de luth	GAUTIER, E., Pièces de luth",,,,,,,,
167810011,# compte-rendu,,,,,,,,"PARIS, Abbaye de Longchamp","Mercure Galant, octobre 1678, p. 33-36",,interprétation vocale	interprétation instrumentale	viole	clavecin,1678.10.02,,"Mercure Galant/ 1678.10, p. 33-36",,,,,,,,"Vous m'avez paru si contente des Airs de Mr Goüet, que j'ay crû ne pouvoir mieux commencer que par celuy-cy à vous en envoyer de nouveaux. Comme il est Maistre de la Musique des Dames Religieuses de Lonchamp, on ne doit pas s'étonner si on y trouve dequoy satisfaire les oreilles les plus difficiles. En effet, on n'y entend pas seulement tout ce que le beau Chant a d´aimable, on y remarque encor une façon de chanter qui n´est pas commune, tant l'Autheur s'étudie à faire toûjours quelque chose qui ne se chante point ailleurs. Les belles Voix qui entrent dans ces Concerts se font admirer & par leur diversité & par leur justesse. La Symphonie qui les accompagne est merveilleuse. Elle est executée avec une délicatesse qui répond à la recherche des beaux Accords, & l´on diroit que ce sont autant de maistresses mains qui touchent ou les Violes, ou les Clavessins qui la composent. Je n´avance rien qui ne soit connu. Le mélange des Voix & des Instrumens qui forment cette charmante Musique, est si doctement ménagé, que les meilleurs Connoisseurs demeurent d´accord qu´on ne peut rien entendre de plus beau dans aucun Monastere de Filles.",,,,,Camille Tanguy	Benoît Michel,,,,,,,,,,,,,,,,,"GOÜET, Mr",,,,1678.10,,167810011,,,,,Voir aussi la notice « Mercure air » MG-1678.10.01,,,,,,"GOÜET, Mr, Airs",,,,,,,,
167911022,# compte-rendu,,,,,,,,,"Mercure Galant, novembre 1679, p. 41-43",,air	contrefaçon,1679.11.03,,"Mercure Galant/ 1679.11, p. 41-43",,,,,,,,"Cela fait bien voir que si [Bacilly] a continué depuis quelque temps de donner au Public son sçavant & agreable Journal, ce n´a pas esté manque de génie & d´invention, soit pour les Paroles, soit pour le Chant, mais seulement parce qu´on luy avoit contrefait celuy de toute l´Année 1678. C´est dont il a crû n´avoir point de plus seûr moyen de se garantir, qu´en me donnant ses Ouvrages. L´avantage que mes Lettres ont d´estre leuës dans toute l´Europe, y doit faire trop connoistre ses Airs, pour ne pas oster au Contrefaisant l´envie de les défigurer comme il a fait jusqu´icy par des impressions peu correctes. Il y en a quelques-uns qui ont esté jusqu´à vous, & qui vous ont empeschée de découvrir l´excellence des Originaux dans l´imperfection des Copies.",,,,,Camille Tanguy	Benoît Michel,,,,,,,,,,,,,,,,,"BACILLY, Bénigne de [1625-1690]",,,,1679.11	1678,,167911022,,,,,"1679.10.03 (qui fait également allusion à cette contrefaçon) et 1679.09.07 dans ""Mercure""",,,,,,"BACILLY, B. de, Journal des nouveautés du chant",,,,,,,,
167911072,# compte-rendu,,,,,,,,,"Mercure galant, novembre 1679, p. 333-334",,livre nouveau	air à boire	traité,1679.11.09,,"Mercure Galant/ 1679.11, p. 333-3334",,,,,,,,"[Bacilly] a fait imprimer un Recueil de toutes les Paroles des Chansons à boire qui ont paru depuis plus de cinquante ans. C´est un Repertoire tres curieux pour ceux qui voudront se rafraîchir la mémoire de ces Chansons. Il se vend trente sols relié en veau chez les Sieurs de Luyne & Blageart, qui vendent aussi ses huit Livres gravez, & son Traité de l´Art de bien chanter.",,,,,Camille Tanguy	Benoît Michel,,,,,,,,,,,,,,,,,"LUYNES, Guillaume de [?-après 1709]	BACILLY, Bénigne de [1625-1690]	BLAGEART, Claude [?-1685 ca]",,,,1679.11,,167911072,,,,,,,,,,,"BACILLY, B. de, Recueil de tous les plus beaux airs bachiques, avec les noms des auteurs du chant et des paroles	BACILLY, B. de, L'Art de bien chanter",,,,,,,,
167915011,# lettre,,,,,,,,,"Extraordinaire du Mercure Galant, juillet 1679, p. 278-279",,récit de basse	contrefaçon	livre nouveau	traité,1679.09.07,,"Mercure Galant/ 1679.15, p. 278-279",,,,,,,,"C´est luy [Bacilly] qui en est l´Original & l´Inventeur [des récits de basse], & on le peut voir par ses deux Livres gravez, qu´on vend chez les Sieurs de Luyne & Blagears, avec son Traité de l´Art de bien Chanter, & ses autres Livres gravez d´Airs sérieux. Ces derniers font bien connoistre qu´il n´est pas borné au Genre Bachique. Il est aisé sur tout de prouver le mérite de ses deux Livres d´Airs spirituels, gravez il y a huit ans, & si favorablement reçcus du Public, qu´un Imprimeur les a contrefaits sous le faux titre de diférens Autheurs, mesme sans les seconds Couplets en diminution qui en sont presque tout le prix. On sçait que l´Autheur y excelle par dessus les autres, à cause de la grande connoissance qu´il a de nostre Langue à l´égard du Chant, ce qui se justifie par son Livre de l´Art de Chanter, augmenté depuis peu de plusieurs curieuses Observations. [...]",,,,,Camille Tanguy	Benoît Michel,,,,,,,,,,,,,,,,,"LUYNES, Guillaume de [?-après 1709]	BACILLY, Bénigne de [1625-1690]	BLAGEART, Claude [?-1685 ca]",,,,1679.07,,167915011,,,,,"1679.10.03 et 1679.11.03 (qui font allusion à cette contrefaçon) dans ""Mercure""",,,,,,"BACILLY, B. de, L'Art de bien chanter	BACILLY, B. de, Livres d'airs spirituels [1672, RISM A.I/ B 567]	BACILLY, B. de, Livres d'airs spirituels [1677, RISM A.I/ B 568]",,,,,,,,
168003021,# compte-rendu,,,,,,,,,"Mercure Galant, mars 1680, p. 17-20",,contrefaçon	air à boire	ajout d'une contrepartie,1680.03.03,,"Mercure Galant/ 1680.03, p. 17-20",,,,,,,,"[...]	Vous voyez, Madame, que cet Autheur [Bacilly] continuë toûjours à me donner de ses Airs pour en embellir mes Lettres. Il est certain qu´on les y trouvera beaucoup plus corrects, que dans les Recueils où l´on met sans aucun choix, tous ceux qu´on apporte à l´Imprimeur, de quelque part qu´on les puisse recevoir. On ne les a fort souvent que pour les avoir entendu chanter, & la Note ne venant point de l´Autheur, on ne doit pas s´étonner si tant de fautes s´y glissent. Celuy dont je vous parle presentement, a reconnu encor ce defaut depuis peu de jours dans le Livre de Chansons notées de 1680. On y a mis deux des siennes, l´une & l´autre à boire ; la premiere imprimée il y a cinq ou six ans dans son second Livre gravé d´Airs Bachiques, & l´autre aussi imprimée dans son Journal de l´année derniere. Cette premiere qui commence par Eh quoy, mes chers Amis, &c. est entierement falsifiée, soit pour le Chant, soit pour les Paroles. Il n´y a qu´un simple Dessus, au lieu de deux avec la Basse, & ce Dessus est avec une Clef de Basse. Joignez à cela qu´il n´y a qu´un couplet au lieu de trois, & que ce couplet mesme est défectueux. Pour la seconde Chanson qui est, Les Moucherons sur nos Tonneaux, &c. on n´a qu´à se donner la peine de la confronter avec celle qui est dans le Livre que l´Autheur a donné depuis huit jours, sous le Titre de Mélanges d´Airs, & on en connoistra aisément la diférence. On y trouvera la Contrepartie de cette Chanson, avec plusieurs nouveaux seconds couplets en diminution, les plus beaux, & les plus riches qu´on ait encor eus de luy.",,,,,Camille Tanguy	Benoît Michel,,,,,,,,,,,,,,,,,"BACILLY, Bénigne de [1625-1690]",,,,1680.03,,168003021,,,,,"voir aussi la notice « air » 1680.03.02 (air de Bacilly « Comment pourrais-je voir ») et les notices Mercure 1679.09.07, 1679.10.03 et 1679.11.03 qui évoquent cette même contrefaçon",,,,,,"BACILLY, B. de, Journal des nouveautés du chant	BACILLY, B. de, Mélanges d'airs à deux parties, d'airs à boire & autres chansons [RISMA.I/ B 582]	BACILLY, B. de, Second livre d'airs bachiques [RISMA.I/ B 584]	BACILLY, B. de, air Eh quoi mes chers amis	BACILLY, B. de, air Les moucherons sur nos tonneaux	Recueil de chansonnettes de différents auteurs à deux et trois parties [RISMB.I/ 1680.3]",,,,,,,,
168202021,# compte-rendu,,,,,,,,,"Mercure Galant, février 1682, p. 189-191",,air	livre nouveau,1682.02.03,,"Mercure Galant/ 1682.02, p. 189-191",,,,,,,,"[...]	Il [Bacilly] promet encor un Livre d´Airs qui sera gravé pour le mois de Mars, & qui fera connoistre au Public qu´il a toûjours le mesme génie pour le Chant, pour les Paroles, & pour les seconds Couplets en diminution. Ce Livre sera intitulé, Second Mélange. Aucun des Airs qu´on y trouvera n´a encor paru, & les Connoisseurs à qui il a bien voulu les faire entendre, assûrent qu´il n´a jamais rien fait de si beau. Il est également fécond pour les Airs Sérieux, pour les Spirituels, pour les Bachiques, & les Chansonnetes. Son Livre de l´Art de Chanter est dans une estime genérale. Aussi le voit-on cité en divers endroits dans celuy que le Pere Menestrier a mis au jour, Des Représentations en Musique. Il a rendu justice par là à Mr de Bassilly, quoy qu´il ne luy soit connu que par son Ouvrage.",,,,,Camille Tanguy	Benoît Michel,,,,,,,,,,,,,,,,,"MÉNESTRIER, Claude-François [1631-1705]	BACILLY, Bénigne de [1625-1690]",,,,1682.02	1682.03,,168202021,,,,,la notice « Mercure » 1682.06.04 qui annonce la parution effective de ce receuil et la notice « air » MG-1682.02.02 (air de Bacilly « Grand roi quel bonheur »).,,,,,,"BACILLY, B. de, L'Art de bien chanter	BACILLY, B. de, Second Mélange	MÉNESTRIER, Cl.-Fr., Des représentations en musique",,,,,,,,
168206031,# lettre,,,,,,,,PARIS,"Mercure Galant, juin 1682, p. 84",,livre nouveau,1682.06.04,,"Mercure Galant/ 1682.06, p. 84",,,,,,,,"[...]	Je me souviens de vous avoir dit qu´il [Bacilly] devoit donner un Livre nouveau d´Airs gravez, ayant pour titre, Second Mélange. Il se vend présentement au Palais avec ses autres Livres d´Airs gravez. Ce dernier fait le dixiéme.[...]",,,,,Camille Tanguy	Benoît Michel,,,,,,,,,,,,,,,,,"BACILLY, Bénigne de [1625-1690]",,,,1682.06,,168206031,,,,,la notice « mercure » 1682.02.03 qui annonce la parution prochaine de ce recueil et la notice « air » MG-1682.06.03 (air de Bacilly « En vain Tircis »).,,,,,,"BACILLY, B. de, Second Mélange",,,,,,,,
168301091,# lettre,,,,,,,,PARIS,"Mercure Galant, janvier 1683, p. 248-249",,concert public	interprétation instrumentale,1683.01.10,,"Mercure Galant/ 1683.01, p. 248-249",,,,,,,,"Cet habile Maistre [Mr Gallot] est revenu d´un long Voyage qu´il estoit allé faire & qui a privé Paris des concerts qu´il donnoit tous les Samedis au Public. Il les doit recommencer dans peu de temps, & l´on aura le plaisir d´entendre cet excellent Homme qui réüssit si bien, tant pour la finesse du Jeu, que pour la position des doigts & la propreté.",,,,,Camille Tanguy	Benoît Michel,,,,,,,,,,,,,,,,,"GALLOT, Jacques [1625 ca-1690]",,,,1683.01,,168301091,,,,,Le Mercure publie dans la même livraison une pièce pour le luth de Jacques Gallot (cf. dans la base oeuvre la notice MG-1683.01.09).,,,,,,,,,,,,,,
168608071,# compte-rendu,,,,,,,,PARIS,"Mercure Galant, août 1686, p. 211-213",,livre nouveau	récit de basse	air à boire	diction	traité de musique	air spirituel,1686.08.08,,"Mercure Galant/ 1686.08, p. 211-213",,,,,,,,"On peut en voir la Liste [des récits de basse de Bacilly] dans le second Recüeil de ses Airs Bachiques, qu'on vend chez le Sr de Luynes, & autres Libraires du Palais, avec tous les Livres tant de sa composition que celle du fameux Mr Lambert, auquel il a adressé depuis une Lettre en Vers & en Prose, pour remerciment de l'estime particulière qu'il témoigne faire de luy en toutes sortes de rencontres. En effet la manière dont Mr Lambert en parle, fait assez connoistre qu'il luy trouve tout ce qu'on peut désirer dans un parfait Maistre de Chant en toutes circonstances. Je ne vous répète point ce que je vous ay déjà dit de son Premier Livre de l'Art de Chanter, si vanté non seulement des Musiciens, mais encore de ceux qui faisant profession de parler en public, ont besoin de bien sçavoir la prononciation & la quantité qu'il a establie sur les Sillabes des mots qui se rencontrent dans le chant François, & dans la déclamation. Vous sçavez combien les deux Livres de ses Airs Spirituels sont estimez. Les Préfaces qu'il y a mises font voir la diffèrence qu'il y a entre un Air & un Chant Spirituel, qui d'ordinaire n'étoit qu'un Cantique ou Motet François, au lieu que ses Airs outre la modulation, ont un agrément que d'autres que luy auroient peine à leur donner.",,,,,Camille Tanguy	Benoît Michel,,,,,,,,,,,,,,,,,"LAMBERT, Michel [1610-1696]	LUYNES, Guillaume de [?-après 1709]	BACILLY, Bénigne de [1625-1690]",,,,1686.08,,168608071,,,,,la notice « air » MG-1686.08.07 (air de Bacilly « Café délicieux dont la douce amertume »).,,,,,,"BACILLY, B. de, L'Art de bien chanter	BACILLY, B. de, Livres d'airs spirituels [1672, RISM A.I/ B 567]	BACILLY, B. de, Livres d'airs spirituels [1677, RISM A.I/ B 568]	BACILLY, B. de, Second livre d'airs bachiques [RISMA.I/ B 584]",,,,,,,,
167807121,- oeuvre,,,,Vous demandez Iris pourquoi je vous évite,,,,,"Mercure Galant, mars 1678, p. 34-37",,air sérieux,1678.03.04,,"Mercure Galant/ 1678.03, p. 34-37",,,,,,,,"« Il est naturel de vouloir estre aimé pour aimer, & c'est la dessus que sont faits les Vers qui suivent.		L'AMOUR SANS PARTAGE.		Vous demandez, Iris, pourquoy je vous évite ;	Cessez de vous en étonner.	Vous avez mille appas, & mon coeur va trop viste	Quand il s'agit de se donner.		La liberté me plaist, & vous estes aimable ;	Je crains le pouvoir de vos yeux.	Malheur à qui les voit ; on assure en tous lieux,	Qu'ils ont fait plus d'un Miserable.		Quoy qu'ils semblent promettre à qui voudroit s'offrir.	Comme vous avez l'ame fiere,	Il faut en vous aimant s'appresier à souffrir.	Ce n'est point là mon fait, vous estes meurtriere,	Et moy, j'ay grand' peur de mourir.		Mourir pour vous sans doute est un sort plein de gloire,	Qui porteroit mon nom à la Posterité ;	Mais enfin j'aime à vivre ailleurs que dans l'Histoire,	Et ne suis point jaloux de l'Immortalité.		Un jour peut-estre, à vous-mesme contraire,	Vous plaindriez mon triste sort.	Vous vous reprocheriez vostre humeur trop sévere,	Mais cependant je serois mort.		Voulez-vous de mes voeux vous assurer l'hommage ?	Ne me refusez point une tendre pitié.	Quitez cette froideur qui sied mal à vostre âge,	Vous en vaudrez mieux de moitié.		A quoy sert apres tout qu'en aimant on soupire ?	Le plaisir en est-il plus doux ?	Croyez-moi, belle Iris, le plus leger martire	Fait entrer l'Amour en couroux.		En le chargeant de rudes chaines,	Vous l'étoufez dans le Berceau.	Rien n'est si délicat ; les soucis & les peines ;	L'ont bientost mis dans le tombeau.		Sur tout il faut dans sa naissance	Prendre un air avec luy qui soit flatteur & doux,	La rudesse l'étonne, & remply d'innocence	Il hait les fieres comme vous,		Par là cet Enfant s'intimide,	Il n'est poin fait à la rigueur ;	La douceur fut toûjours le guide	Qui le conduisit dans un coeur.		Si le mien est à vostre usage,	Il fait voeu pour jamais de vivre sous vos loix,	De n'adorer que vous ; mais lors que je m'engage	Répondez-moy de vostre choix.		A ces conditions puis-je estre vostre affaire ?	Je vous parle de bonne foy.	Je trouve tout en vous, & ne veux que vous plaire,	Pourrez vous trouver tout en moy ?		Nous diférons beaucoup, l'Amour seul nous égale,	Je connois le peu que je vaux,	Mais je sçay bien aimer ; vous serez sans Rivale,	Je voudrois estre sans Rivaux,		Je hais, à dire vray, l'humeur de ces Coquettes	Qui sans prendre jamais aucun attachement	Font leur plus doux amusement	De tout ce qu'on leur vient debiter de fleurettes.		Peut-estre elles font peu d'heureux,	Quoy qu'un accueil riant semble d'un doux présage ;	Mais comme j'aime sans partage,	C'est d'un coeur tout à moy que je cherche les voeux.		La pluralité m'incommode	Autant qu'à leurs attraits elle donne d'éclat ;	C'est l'usage du temps, mais je suis délicat	Sur le chapitre de la Mode.		Un bien qu'on offre à tous ne peut estre à pas-un,	Je m'en tiens à l'experience,	Et ma flame aussi-tost passe à l'indiférence,	Quand on ne m'aime qu'en commun.		Montrez vous donc Amante en vous montrant aimable,	Un peu d'amour, Iris, sied bien à la beauté.	En faveur de mon feu rendez-vous exorable,	Peut-estre l'a-t-il merité. »",,,,,Camille Tanguy	Benoît Michel,,,,,,,,,,,,,,,,,,,,,1678.03,,167803121,,,,,Voir aussi l'air « Vous demandez Iris » (MG-1678.07.12) construit sur le premier quatrain de ce poème.,,,,,,,,,,,,,,
